Country Name,Country Code,Series Name,Series Code,1996 [YR1996],1998 [YR1998],2000 [YR2000],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-2.41730952262878,-2.42735457420349,-2.43896889686584,-2.03503370285034,-2.19837236404419,-2.29568219184875,-2.06750988960266,-2.21913456916809,-2.4133734703064,-2.69136095046997,-2.71142148971558,-2.57915186882019,-2.50205969810486,-2.41856145858765,-2.51934909820557,-2.41106843948364,-2.57122182846069,-2.67105388641357,-2.80108380317688,-2.76386427879334,-2.65553116798401,-2.70502972602844,-2.52985525131226
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.336625128984451,-0.544004201889038,-0.539989590644836,-0.297719180583954,-0.309780240058899,-0.427259683609009,-0.505047976970673,-0.508157312870026,-0.203974649310112,-0.0305009130388498,-0.0451405122876167,-0.191482901573181,-0.282379418611526,-0.143631592392921,0.0919297859072685,0.485986232757568,0.346129059791565,0.344644665718079,0.378474771976471,0.370515644550323,0.111168630421162,0.0875523090362549,0.109445847570896
Algeria,DZA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.78331053256989,-1.87890470027924,-1.43257737159729,-1.63456511497498,-1.75440907478333,-1.35918843746185,-0.913666009902954,-1.1264134645462,-1.15058553218842,-1.09584629535675,-1.19691348075867,-1.25936758518219,-1.36056065559387,-1.32504332065582,-1.20237147808075,-1.19053518772125,-1.0901597738266,-1.09752571582794,-0.915799140930176,-0.836119592189789,-1.04434263706207,-0.840253829956055,-0.876465022563934
American Samoa,ASM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,..,..,..,..,..,0.7369264960289,0.746284067630768,0.703987658023834,0.967931151390076,0.984463036060333,0.945724666118622,0.919146716594696,0.933990180492401,0.952990829944611,0.928985774517059,1.08068346977234,1.18135726451874,1.19323575496674,1.21886312961578,1.2167763710022,1.17218911647797,1.17400634288788,1.0492981672287
Andorra,AND,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.16952216625214,1.18287515640259,1.16698145866394,1.28276693820953,1.46513116359711,1.40210604667664,1.38492727279663,1.34965407848358,1.34201574325562,1.33847212791443,1.29713952541351,1.27827215194702,1.30248832702637,1.29035115242004,1.28392601013184,1.28659331798553,1.39128828048706,1.41341936588287,1.42186880111694,1.41762721538544,1.60220229625702,1.6160352230072,1.63180875778198
Angola,AGO,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-2.06191730499268,-2.31805849075317,-2.03817391395569,-1.5761798620224,-1.0073858499527,-1.0631206035614,-0.885178327560425,-0.539453446865082,-0.666658759117126,-0.361787378787994,-0.34759184718132,-0.226182341575623,-0.369237810373306,-0.389322549104691,-0.39123347401619,-0.333232045173645,-0.500897765159607,-0.315898835659027,-0.380449026823044,-0.335691750049591,-0.358524978160858,-0.514614641666412,-0.710836231708527
Anguilla,AIA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,..,..,..,..,..,0.788184821605682,1.18966603279114,1.10479998588562,1.08573806285858,1.11250960826874,0.868718087673187,1.37376165390015,1.55092763900757,1.47692024707794,1.53397953510284,1.16425490379333,1.249272108078,1.31534373760223,1.38945150375366,1.28740572929382,1.35569405555725,1.54516518115997,1.58549845218658
Antigua and Barbuda,ATG,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.717076897621155,0.728511989116669,0.713235020637512,0.792559921741486,0.865690112113953,1.08463561534882,0.830512523651123,0.799820721149445,0.802670180797577,0.81389182806015,0.721793532371521,0.904999375343323,0.957588255405426,0.975788056850433,0.958863377571106,0.984550714492798,1.00472450256348,0.878607213497162,0.748045027256012,0.840856850147247,0.953555166721344,0.94066995382309,0.955552101135254
Argentina,ARG,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.111376881599426,-0.134649589657784,0.0958238765597343,-0.776545405387878,-0.359838128089905,-0.610934913158417,-0.0417749434709549,0.00196776282973588,0.0977966338396072,-0.0877556875348091,-0.234854578971863,-0.0847978666424751,0.158993661403656,0.103040546178818,0.0653142631053925,-0.00512187136337161,0.014785380102694,0.204625502228737,0.169504255056381,0.0108913751319051,-0.0914442017674446,-0.0792135149240494,-0.106366641819477
Armenia,ARM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.364998608827591,-0.662787318229675,-0.68286794424057,-0.255784124135971,0.236966237425804,-0.116337485611439,-0.0663353949785233,-0.261023759841919,0.150905832648277,-0.00685302773490548,0.227863356471062,0.071855328977108,-0.06386898458004,0.154794976115227,0.11038514226675,-0.297135800123215,-0.252332627773285,-0.662263810634613,-0.620771169662476,-0.444908142089844,-0.413424372673035,-0.760855317115784,-0.835592269897461
Aruba,ABW,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,..,..,..,..,..,0.993218183517456,1.37641596794128,1.30346059799194,1.28656852245331,1.3163959980011,1.12155425548553,1.10084736347198,1.28573775291443,1.26388156414032,1.31222629547119,1.16456782817841,1.23092126846313,1.28419923782349,1.33503770828247,1.35655319690704,1.34979605674744,1.39027285575867,1.47433543205261
Australia,AUS,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.39611268043518,1.06650125980377,1.33396470546722,1.18941462039948,0.878117203712463,0.935463547706604,0.8917076587677,0.934466600418091,0.928874909877777,0.954700112342834,0.855120599269867,0.888859868049622,0.935710072517395,0.997997224330902,1.03107297420502,1.03219199180603,0.884979844093323,1.04795801639557,0.896060824394226,0.989603996276855,0.911745727062225,0.850844323635101,0.850988686084747
Austria,AUT,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.41046285629272,1.11060059070587,0.822056412696838,1.35895538330078,0.962002456188202,1.08964920043945,1.10395002365112,1.07445085048676,1.284419298172,1.33927059173584,1.19087398052216,1.15264821052551,1.19352161884308,1.34056687355042,1.36410057544708,1.27070045471191,1.14307928085327,0.90963876247406,1.04683256149292,0.902334034442902,0.91674792766571,0.912809431552887,0.914891123771667
Azerbaijan,AZE,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.828929543495178,-0.702288448810577,-0.829794764518738,-1.18536496162415,-0.948100388050079,-1.05981111526489,-1.12481939792633,-1.09268236160278,-0.62599641084671,-0.330349981784821,-0.277853518724442,-0.238546922802925,-0.532135963439941,-0.715751826763153,-0.412859916687012,-0.559909522533417,-0.729565560817719,-0.803879082202911,-0.747919917106628,-0.706759810447693,-0.685912430286407,-0.839061498641968,-0.853478372097015
"Bahamas, The",BHS,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.07101774215698,1.08732557296753,1.2795318365097,0.955541908740997,0.826347827911377,0.890613675117493,0.93814343214035,0.810453712940216,0.730122447013855,0.774532914161682,0.859580457210541,0.993692219257355,1.10362148284912,1.18402600288391,1.13482463359833,0.956470131874084,0.907476484775543,0.975418746471405,0.98958545923233,0.862895131111145,0.816237688064575,0.84550529718399,0.87671947479248
Bahrain,BHR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.307817906141281,-0.162360101938248,0.0562669634819031,0.290830373764038,0.483918994665146,0.313402563333511,0.0141627388074994,-0.365050613880157,-0.247773513197899,-0.237366229295731,-0.137239441275597,-0.493476390838623,-0.950841903686523,-1.12995493412018,-1.33541774749756,-0.907474875450134,-1.07354021072388,-0.793425679206848,-0.96156370639801,-0.850452601909637,-0.627359509468079,-0.617841720581055,-0.505110561847687
Bangladesh,BGD,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.548815250396729,-0.37074676156044,-0.726261258125305,-1.03259038925171,-1.1155811548233,-1.36047637462616,-1.86383938789368,-1.50709736347198,-1.54307162761688,-1.50833129882813,-1.54677140712738,-1.42578947544098,-1.40473687648773,-1.37908899784088,-1.62785887718201,-0.895563185214996,-1.2120178937912,-1.26193678379059,-1.2560807466507,-0.99567836523056,-0.932975292205811,-0.922474503517151,-0.970162391662598
Barbados,BRB,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.05037176609039,1.08426582813263,1.15119981765747,1.09719908237457,0.918948590755463,1.09435272216797,1.11291885375977,0.91321188211441,1.04420638084412,1.06835830211639,1.04774069786072,1.06063663959503,1.24613010883331,1.18596565723419,1.26692914962769,1.2779198884964,1.13536131381989,0.976609885692596,0.966827690601349,0.913432478904724,1.04922747612,1.12841629981995,1.12222194671631
Belarus,BLR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.0937392041087151,0.109475560486317,0.139502242207527,0.302805960178375,0.693029940128326,0.161766871809959,0.360231071710587,0.148469686508179,0.34100878238678,0.521403908729553,0.489347755908966,-0.0949900969862938,-0.0877690091729164,0.0686152204871178,0.00595916621387005,0.179782152175903,0.110016517341137,0.142281472682953,-0.0534833818674088,0.348057150840759,0.332389116287231,-0.895924508571625,-0.736605405807495
Belgium,BEL,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.28849947452545,1.02412986755371,1.12981116771698,1.26080238819122,0.85823780298233,0.709136724472046,0.79377418756485,0.856375813484192,0.757325053215027,0.620571196079254,0.820824682712555,0.810646176338196,0.95453542470932,0.923599720001221,0.940082728862762,0.701269447803497,0.587094604969025,0.441367298364639,0.428185820579529,0.402350127696991,0.473777532577515,0.543469667434692,0.612554728984833
Belize,BLZ,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.559152126312256,0.596629977226257,0.184220716357231,0.417992562055588,0.486082047224045,0.401561915874481,0.104911744594574,0.0819770395755768,0.194921582937241,0.190071985125542,0.0284302048385143,0.0704276859760284,0.151908859610558,0.180257618427277,0.176189258694649,0.0485830754041672,0.0430975817143917,0.0606221370398998,0.0357257314026356,0.00317970826290548,0.0630388632416725,0.517693102359772,0.460716962814331
Benin,BEN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.05037176609039,0.742279052734375,0.799652576446533,0.82151585817337,0.679285824298859,0.265973478555679,0.449746280908585,0.547892570495605,0.386217623949051,0.376421362161636,0.40366667509079,0.261260122060776,0.318356364965439,0.364367604255676,0.301189363002777,0.027139762416482,-0.0135139580816031,-0.00202717096544802,0.0308955386281013,-0.141175642609596,-0.412667959928513,-0.425504684448242,-0.301340490579605
Bermuda,BMU,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.717076897621155,0.728511989116669,0.713235020637512,0.792559921741486,0.851720035076141,0.893765926361084,0.819073557853699,0.77465146780014,0.771330535411835,0.795972287654877,0.693532228469849,0.911838114261627,0.964122116565704,0.98025369644165,0.970303058624268,0.913897812366486,0.983049035072327,0.999670088291168,1.00191104412079,1.15247452259064,1.06507384777069,1.00745189189911,1.0061514377594
Bhutan,BTN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.724004507064819,0.539632081985474,0.491936683654785,0.693675577640533,0.918948590755463,1.17205035686493,1.28448736667633,1.26451897621155,0.56852650642395,0.720669388771057,0.803496658802032,0.742221653461456,0.826495349407196,0.776309490203857,0.784624874591827,1.06803858280182,0.974714994430542,1.1232967376709,1.11712992191315,1.09390616416931,1.08209586143494,1.02367961406708,0.973133087158203
Bolivia,BOL,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.134768322110176,-0.241092368960381,-0.23706117272377,-0.286515563726425,-0.83488517999649,-0.680570840835571,-0.971029877662659,-0.802562952041626,-0.852070689201355,-0.696565806865692,-0.506110489368439,-0.415407210588455,-0.417126506567001,-0.45806810259819,-0.32859343290329,-0.333112090826035,-0.268487215042114,-0.248866364359856,-0.278028756380081,-0.287118524312973,-0.730085670948029,-0.459805071353912,-0.318567305803299
Bosnia and Herzegovina,BIH,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.594427824020386,-0.586415469646454,-0.52839332818985,-0.163837283849716,-0.405683517456055,0.0173193961381912,-0.500624358654022,-0.441336750984192,-0.631416618824005,-0.539653778076172,-0.665914297103882,-0.693730175495148,-0.819794893264771,-0.538148701190948,-0.404944121837616,-0.0191790424287319,-0.402437001466751,-0.397838830947876,-0.348237305879593,-0.395599693059921,-0.418754309415817,-0.443297356367111,-0.380582392215729
Botswana,BWA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.01524519920349,0.955491304397583,1.07435250282288,0.87326443195343,1.10493755340576,0.916688740253448,1.06357252597809,1.01710987091064,1.05613911151886,1.03310561180115,0.953861236572266,0.991209805011749,1.06444656848907,1.10404145717621,1.10234701633453,1.01184713840485,1.04209184646606,0.99456000328064,1.02250838279724,0.970987856388092,1.11105513572693,1.02614223957062,0.978377819061279
Brazil,BRA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.220460131764412,-0.339505791664124,0.18410162627697,0.327800273895264,0.00421393429860473,-0.275992810726166,-0.263379752635956,-0.294911116361618,-0.3579480946064,-0.313424706459045,0.163664221763611,0.0134759107604623,-0.132575422525406,0.0459616407752037,-0.258553296327591,-0.070290133357048,-0.33145809173584,-0.377205431461334,-0.473864614963531,-0.440423458814621,-0.713788211345673,-0.431489855051041,-0.485006988048553
